year,age,site,plot,subplot,spp,foliage,f1hr,f10hr,f100hr,f1000hr,height
1960,Old,14-F04,2,3,,0,0,0,0,0,0
1960,Old,14-F04,2,4,,0,0,0,0,0,0
1960,Old,14-F04,2,5,,0,0,0,0,0,0
1960,Old,14-F04,2,6,,0,0,0,0,0,0
1960,Old,14-F04,3,1,,0,0,0,0,0,0
1960,Old,14-F04,3,2,,0,0,0,0,0,0
1960,Old,14-F04,3,3,,0,0,0,0,0,0
1960,Old,14-F04,3,4,,0,0,0,0,0,0
1960,Old,14-F04,3,5,,0,0,0,0,0,0
1960,Old,14-F04,3,6,,0,0,0,0,0,0
1960,Old,14-F04,4,1,ABLA,0.695214565,0.278085826,0.29546619,0.451889467,0.017380364,172
1960,Old,14-F04,4,2,,0,0,0,0,0,0
1960,Old,14-F04,4,3,,0,0,0,0,0,0
1960,Old,14-F04,4,4,PIEN,0.448650621,0.184738491,0.202332633,0.043985355,0,139
1960,Old,14-F04,4,5,ABLA,0.588552446,0.235420979,0.25013479,0.38255909,0.014713811,160
1960,Old,14-F04,4,6,ABLA,0.649550441,0.259820177,0.276058938,0.422207787,0.016238761,167
1960,Old,14-F04,5,1,,0,0,0,0,0,0
1960,Old,14-F04,5,2,,0,0,0,0,0,0
1960,Old,14-F04,5,3,ABLA,0.950282142,0.380112857,0.40386991,0.617683392,0.023757054,197
1960,Old,14-F04,5,4,ABLA,0.627075401,0.258207518,0.28279871,0.06147798,0,148
1960,Old,14-F04,5,5,ABLA,0.515087201,0.20603488,0.218912061,0.334806681,0.01287718,151
1960,Old,14-F04,5,6,ABLA,0.614277916,0.245711166,0.261068114,0.399280645,0.015356948,163
1960,Old,14-F04,6,1,ABLA,0.570068562,0.234734114,0.257089743,0.055889075,0,142
1960,Old,14-F04,6,2,,0,0,0,0,0,0
1960,Old,14-F04,6,3,ABLA,1.303792818,0.521517127,0.554111948,0.847465332,0.03259482,226
1960,Old,14-F04,6,4,ABLA,0.607731379,0.250242332,0.274074936,0.059581508,0,146
1960,Old,14-F04,6,5,ABLA,0.995307712,0.398123085,0.423005778,0.646950013,0.024882693,201
1960,Old,14-F04,6,6,,0,0,0,0,0,0
1960,Old,14-F04,7,1,ABLA,0.842845687,0.337138275,0.358209417,0.547849697,0.021071142,187
1960,Old,14-F04,7,2,ABLA,0.695214565,0.278085826,0.29546619,0.451889467,0.017380364,172
1960,Old,14-F04,7,3,,0,0,0,0,0,0
1960,Old,14-F04,7,4,,0,0,0,0,0,0
1960,Old,14-F04,7,5,ABLA,0.950282142,0.380112857,0.40386991,0.617683392,0.023757054,197
1960,Old,14-F04,7,6,,0,0,0,0,0,0
1960,Old,14-F04,8,1,ABLA,0.617360524,0.254207275,0.278417491,0.060525542,0,147
1960,Old,14-F04,8,1,ABLA,0.791846963,0.316738785,0.336534959,0.514700526,0.019796174,182
1960,Old,14-F04,8,2,,0,0,0,0,0,0
1960,Old,14-F04,8,3,PIEN,1.743013419,0.697205368,0.740780703,1.132958722,0.043575335,259
1960,Old,14-F04,8,4,,0,0,0,0,0,0
1960,Old,14-F04,8,5,,0,0,0,0,0,0
1960,Old,14-F04,8,6,,0,0,0,0,0,0
1960,Old,14-F04,9,1,,0,0,0,0,0,0
1960,Old,14-F04,9,2,,0,0,0,0,0,0
1960,Old,14-F04,9,3,,0,0,0,0,0,0
1960,Old,14-F04,9,4,,0,0,0,0,0,0
1960,Old,14-F04,9,5,,0,0,0,0,0,0
1960,Old,14-F04,9,6,,0,0,0,0,0,0
1960,Old,14-F04,10,1,ABLA,1.816435318,0.726574127,0.77198501,1.180682957,0.045410883,261
1960,Old,14-F04,10,2,ABLA,0.515087201,0.20603488,0.218912061,0.334806681,0.01287718,151
1960,Old,14-F04,10,3,,0,0,0,0,0,0
1960,Old,14-F04,10,4,,0,0,0,0,0,0
1960,Old,14-F04,10,5,,0,0,0,0,0,0
1960,Old,14-F04,10,6,ABLA,0.598187789,0.246312619,0.269770963,0.058645862,0,145
1960,Old,14-F05,1,1,ABLA,0.636876186,0.262243135,0.287218672,0.062438842,0,149
1960,Old,14-F05,1,2,,0,0,0,0,0,0
1960,Old,14-F05,1,3,ABLA,1.440499766,0.576199906,0.6122124,0.936324848,0.036012494,236
1960,Old,14-F05,1,4,PIEN,1.866713744,0.746685497,0.793353341,1.213363933,0.046667844,266
1960,Old,14-F05,1,4,ABLA,2.310787465,0.840286351,1.260429526,2.030692015,0.560190901,315
1960,Old,14-F05,1,5,,0,0,0,0,0,0
1960,Old,14-F05,1,6,,0,0,0,0,0,0
1960,Old,14-F05,2,1,,0,0,0,0,0,0
1960,Old,14-F05,2,2,ABLA,1.426481475,0.57059259,0.606254627,0.927212958,0.035662037,235
1960,Old,14-F05,2,3,ABLA,1.540806483,0.616322593,0.654842755,1.001524214,0.038520162,243
1960,Old,14-F05,2,4,,0,0,0,0,0,0
1960,Old,14-F05,2,5,,0,0,0,0,0,0
1960,Old,14-F05,2,6,,0,0,0,0,0,0
1960,Old,14-F05,3,1,,0,0,0,0,0,0
1960,Old,14-F05,3,2,,0,0,0,0,0,0
1960,Old,14-F05,3,3,,0,0,0,0,0,0
1960,Old,14-F05,3,4,,0,0,0,0,0,0
1960,Old,14-F05,3,5,,0,0,0,0,0,0
1960,Old,14-F05,3,6,ABLA,0.570068562,0.234734114,0.257089743,0.055889075,0,142
1960,Old,14-F05,4,1,ABLA,0.555217056,0.222086822,0.235967249,0.360891087,0.013880426,156
1960,Old,14-F05,4,2,ABLA,0.832501759,0.333000703,0.353813247,0.541126143,0.020812544,186
1960,Old,14-F05,4,3,ABLA,1.644949952,0.657979981,0.69910373,1.069217469,0.041123749,250
1960,Old,14-F05,4,3,PIEN,0.442819668,0.177127867,0.188198359,0.287832784,0.011070492,152
1960,Old,14-F05,4,4,,0,0,0,0,0,0
1960,Old,14-F05,4,5,ABLA,0.614277916,0.245711166,0.261068114,0.399280645,0.015356948,163
1960,Old,14-F05,4,6,,0,0,0,0,0,0
1960,Old,14-F05,5,1,,0,0,0,0,0,0
1960,Old,14-F05,5,2,,0,0,0,0,0,0
1960,Old,14-F05,5,3,,0,0,0,0,0,0
1960,Old,14-F05,5,4,,0,0,0,0,0,0
1960,Old,14-F05,5,5,ABLA,0.640627793,0.256251117,0.272266812,0.416408065,0.016015695,166
1960,Old,14-F05,5,6,,0,0,0,0,0,0
1960,Old,14-F05,6,1,,0,0,0,0,0,0
1960,Old,14-F05,6,2,,0,0,0,0,0,0
1960,Old,14-F05,6,3,,0,0,0,0,0,0
1960,Old,14-F05,6,4,,0,0,0,0,0,0
1960,Old,14-F05,6,5,,0,0,0,0,0,0
1960,Old,14-F05,6,6,ABLA,0.762109507,0.304843803,0.323896541,0.49537118,0.019052738,179
1960,Old,14-F05,6,6,ABLA,2.100545117,0.840218047,0.892731675,1.365354326,0.052513628,278
1960,Old,14-F05,7,1,,0,0,0,0,0,0
1960,Old,14-F05,7,2,,0,0,0,0,0,0
1960,Old,14-F05,7,3,ABLA,0.895652575,0.35826103,0.380652344,0.582174174,0.022391314,192
1960,Old,14-F05,7,4,,0,0,0,0,0,0
1960,Old,14-F05,7,5,,0,0,0,0,0,0
1960,Old,14-F05,7,6,,0,0,0,0,0,0
1960,Old,14-F05,8,1,,0,0,0,0,0,0
1960,Old,14-F05,8,2,,0,0,0,0,0,0
1960,Old,14-F05,8,3,,0,0,0,0,0,0
1960,Old,14-F05,8,4,,0,0,0,0,0,0
1960,Old,14-F05,8,5,,0,0,0,0,0,0
1960,Old,14-F05,8,6,,0,0,0,0,0,0
1960,Old,14-F05,9,1,,0,0,0,0,0,0
1960,Old,14-F05,9,2,,0,0,0,0,0,0
1960,Old,14-F05,9,3,,0,0,0,0,0,0
1960,Old,14-F05,9,4,,0,0,0,0,0,0
1960,Old,14-F05,9,5,,0,0,0,0,0,0
1960,Old,14-F05,9,6,,0,0,0,0,0,0
1960,Old,14-F05,10,1,,0,0,0,0,0,0
1960,Old,14-F05,10,2,,0,0,0,0,0,0
1960,Old,14-F05,10,3,,0,0,0,0,0,0
1960,Old,14-F05,10,4,,0,0,0,0,0,0
1960,Old,14-F05,10,5,,0,0,0,0,0,0
1960,Old,14-F05,10,6,,0,0,0,0,0,0
1990,Old,13-42A,1,1,,0,0,0,0,0,0
1990,Old,13-42A,1,2,,0,0,0,0,0,0
1990,Old,13-42A,1,3,PIEN,1.145712759,0.458285104,0.486927923,0.744713293,0.028642819,220
1990,Old,13-42A,1,4,,0,0,0,0,0,0
1990,Old,13-42A,1,5,,0,0,0,0,0,0
1990,Old,13-42A,1,6,,0,0,0,0,0,0
1990,Old,13-42A,2,1,,0,0,0,0,0,0
1990,Old,13-42A,2,2,,0,0,0,0,0,0
1990,Old,13-42A,2,3,,0,0,0,0,0,0
1990,Old,13-42A,2,4,,0,0,0,0,0,0
1990,Old,13-42A,2,5,,0,0,0,0,0,0
1990,Old,13-42A,2,6,,0,0,0,0,0,0
1990,Old,13-42A,3,1,,0,0,0,0,0,0
1990,Old,13-42A,3,2,ABLA,1.800447531,0.720179012,0.765190201,1.170290895,0.045011188,260
1990,Old,13-42A,3,3,,0,0,0,0,0,0
1990,Old,13-42A,3,4,,0,0,0,0,0,0
1990,Old,13-42A,3,5,,0,0,0,0,0,0
1990,Old,13-42A,3,6,,0,0,0,0,0,0
1990,Old,13-42A,4,1,,0,0,0,0,0,0
1990,Old,13-42A,4,2,,0,0,0,0,0,0
1990,Old,13-42A,4,3,,0,0,0,0,0,0
1990,Old,13-42A,4,4,,0,0,0,0,0,0
1990,Old,13-42A,4,5,,0,0,0,0,0,0
1990,Old,13-42A,4,6,,0,0,0,0,0,0
1990,Old,13-42A,5,1,,0,0,0,0,0,0
1990,Old,13-42A,5,2,,0,0,0,0,0,0
1990,Old,13-42A,5,3,,0,0,0,0,0,0
1990,Old,13-42A,5,4,,0,0,0,0,0,0
1990,Old,13-42A,5,5,,0,0,0,0,0,0
1990,Old,13-42A,5,6,,0,0,0,0,0,0
1990,Old,13-42A,6,1,,0,0,0,0,0,0
1990,Old,13-42A,6,2,,0,0,0,0,0,0
1990,Old,13-42A,6,3,,0,0,0,0,0,0
1990,Old,13-42A,6,4,,0,0,0,0,0,0
1990,Old,13-42A,6,5,,0,0,0,0,0,0
1990,Old,13-42A,6,6,,0,0,0,0,0,0
1990,Old,13-42A,7,1,,0,0,0,0,0,0
1990,Old,13-42A,7,2,,0,0,0,0,0,0
1990,Old,13-42A,7,3,,0,0,0,0,0,0
1990,Old,13-42A,7,4,,0,0,0,0,0,0
1990,Old,13-42A,7,5,,0,0,0,0,0,0
1990,Old,13-42A,7,6,,0,0,0,0,0,0
1990,Old,13-42A,8,1,,0,0,0,0,0,0
1990,Old,13-42A,8,2,,0,0,0,0,0,0
1990,Old,13-42A,8,3,,0,0,0,0,0,0
1990,Old,13-42A,8,4,,0,0,0,0,0,0
1990,Old,13-42A,8,5,ABLA,0.627075401,0.258207518,0.28279871,0.06147798,0,148
1990,Old,13-42A,8,6,,0,0,0,0,0,0
1990,Old,13-42A,9,1,,0,0,0,0,0,0
1990,Old,13-42A,9,2,,0,0,0,0,0,0
1990,Old,13-42A,9,3,,0,0,0,0,0,0
1990,Old,13-42A,9,4,PIEN,0.427993984,0.171197593,0.181897443,0.278196089,0.01069985,150
1990,Old,13-42A,9,5,ABLA,0.588552446,0.235420979,0.25013479,0.38255909,0.014713811,160
1990,Old,13-42A,9,5,ABLA,0.598187789,0.246312619,0.269770963,0.058645862,0,145
1990,Old,13-42A,9,6,,0,0,0,0,0,0
1990,Old,13-42A,10,1,,0,0,0,0,0,0
1990,Old,13-42A,10,2,,0,0,0,0,0,0
1990,Old,13-42A,10,3,,0,0,0,0,0,0
1990,Old,13-42A,10,4,,0,0,0,0,0,0
1990,Old,13-42A,10,5,,0,0,0,0,0,0
1990,Old,13-42A,10,6,,0,0,0,0,0,0
1990,Old,13-46A,1,1,,0,0,0,0,0,0
1990,Old,13-46A,1,2,PIEN,0.491323107,0.202309514,0.221577087,0.048168932,0,144
1990,Old,13-46A,1,3,,0,0,0,0,0,0
1990,Old,13-46A,1,4,,0,0,0,0,0,0
1990,Old,13-46A,1,5,ABLA,0.522977051,0.209190821,0.222265247,0.339935083,0.013074426,152
1990,Old,13-46A,1,6,,0,0,0,0,0,0
1990,Old,13-46A,2,1,,0,0,0,0,0,0
1990,Old,13-46A,2,2,,0,0,0,0,0,0
1990,Old,13-46A,2,3,,0,0,0,0,0,0
1990,Old,13-46A,2,4,ABLA,0.983940709,0.393576284,0.418174801,0.639561461,0.024598518,200
1990,Old,13-46A,2,5,ABLA,0.771950457,0.308780183,0.328078944,0.501767797,0.019298761,180
1990,Old,13-46A,2,6,ABLA,0.580115443,0.232046177,0.246549063,0.377075038,0.014502886,159
1990,Old,13-46A,3,1,,0,0,0,0,0,0
1990,Old,13-46A,3,2,,0,0,0,0,0,0
1990,Old,13-46A,3,3,ABLA,0.617360524,0.254207275,0.278417491,0.060525542,0,147
1990,Old,13-46A,3,3,ABLA,1.497350041,0.598940016,0.636373767,0.973277527,0.037433751,240
1990,Old,13-46A,3,4,,0,0,0,0,0,0
1990,Old,13-46A,3,5,,0,0,0,0,0,0
1990,Old,13-46A,3,6,,0,0,0,0,0,0
1990,Old,13-46A,4,1,PIEN,0.664564079,0.265825632,0.282439734,0.431966651,0.016614102,178
1990,Old,13-46A,4,2,,0,0,0,0,0,0
1990,Old,13-46A,4,3,,0,0,0,0,0,0
1990,Old,13-46A,4,4,,0,0,0,0,0,0
1990,Old,13-46A,4,5,,0,0,0,0,0,0
1990,Old,13-46A,4,6,,0,0,0,0,0,0
1990,Old,13-46A,5,1,,0,0,0,0,0,0
1990,Old,13-46A,5,2,,0,0,0,0,0,0
1990,Old,13-46A,5,3,ABLA,0.579356559,0.238558583,0.261278448,0.056799663,0,143
1990,Old,13-46A,5,4,ABLA,0.570068562,0.234734114,0.257089743,0.055889075,0,142
1990,Old,13-46A,5,5,ABLA,0.607731379,0.250242332,0.274074936,0.059581508,0,146
1990,Old,13-46A,5,6,,0,0,0,0,0,0
1990,Old,13-46A,6,1,ABLA,1.526242831,0.610497132,0.648653203,0.99205784,0.038156071,242
1990,Old,13-46A,6,1,ABLA,0.742641614,0.297056646,0.315622686,0.482717049,0.01856604,177
1990,Old,13-46A,6,2,ABLA,0.490272307,0.201876832,0.221103197,0.048065912,0,133
1990,Old,13-46A,6,2,ABLA,0.801902761,0.320761104,0.340808673,0.521236795,0.020047569,183
1990,Old,13-46A,6,3,,0,0,0,0,0,0
1990,Old,13-46A,6,4,,0,0,0,0,0,0
1990,Old,13-46A,6,5,ABLA,1.018263612,0.407305445,0.432762035,0.661871348,0.02545659,203
1990,Old,13-46A,6,6,ABLA,0.592796811,0.237118724,0.251938645,0.385317927,0.01481992,160.5
1990,Old,13-46A,7,1,ABLA,0.522977051,0.209190821,0.222265247,0.339935083,0.013074426,152
1990,Old,13-46A,7,2,ABLA,2.849365579,1.036132938,1.554199407,2.503987933,0.690755292,345
1990,Old,13-46A,7,2,ABLA,1.100950733,0.440380293,0.467904061,0.715617976,0.027523768,210
1990,Old,13-46A,7,3,,0,0,0,0,0,0
1990,Old,13-46A,7,4,PIEN,1.186311772,0.474524709,0.504182503,0.771102652,0.029657794,223
1990,Old,13-46A,7,5,,0,0,0,0,0,0
1990,Old,13-46A,7,6,ABLA,0.580115443,0.232046177,0.246549063,0.377075038,0.014502886,159
1990,Old,13-46A,8,1,ABLA,0.588729575,0.24241806,0.265505495,0.057718586,0,144
1990,Old,13-46A,8,2,,0,0,0,0,0,0
1990,Old,13-46A,8,3,,0,0,0,0,0,0
1990,Old,13-46A,8,4,ABLA,0.588552446,0.235420979,0.25013479,0.38255909,0.014713811,160
1990,Old,13-46A,8,5,,0,0,0,0,0,0
1990,Old,13-46A,8,6,ABLA,0.636876186,0.262243135,0.287218672,0.062438842,0,149
1990,Old,13-46A,9,1,PIEN,0.509059345,0.209612671,0.229575783,0.049907779,0,146
1990,Old,13-46A,9,2,,0,0,0,0,0,0
1990,Old,13-46A,9,3,,0,0,0,0,0,0
1990,Old,13-46A,9,4,,0,0,0,0,0,0
1990,Old,13-46A,9,5,,0,0,0,0,0,0
1990,Old,13-46A,9,6,,0,0,0,0,0,0
1990,Old,13-46A,10,1,,0,0,0,0,0,0
1990,Old,13-46A,10,2,,0,0,0,0,0,0
1990,Old,13-46A,10,3,PIEN,0.885234429,0.354093772,0.376224633,0.575402379,0.022130861,199
1990,Old,13-46A,10,4,ABLA,1.02985273,0.411941092,0.43768741,0.669404275,0.025746318,204
1990,Old,13-46A,10,5,PIEN,0.608486117,0.243394447,0.2586066,0.395515976,0.015212153,172
1990,Old,13-46A,10,5,ABLA,1.426481475,0.57059259,0.606254627,0.927212958,0.035662037,235
1990,Old,13-46A,10,6,,0,0,0,0,0,0
1990,Old,13-45A,1,1,ABLA,0.640627793,0.256251117,0.272266812,0.416408065,0.016015695,166
1990,Old,13-45A,1,1,ABLA,0.560865402,0.230944577,0.252939299,0.054986804,0,141
1990,Old,13-45A,1,1,PIEN,0.450348485,0.180139394,0.191398106,0.292726515,0.011258712,153
1990,Old,13-45A,1,2,PIEN,0.54683746,0.218734984,0.232405921,0.355444349,0.013670937,165
1990,Old,13-45A,1,3,ABLA,1.644949952,0.657979981,0.69910373,1.069217469,0.041123749,250
1990,Old,13-45A,1,4,,0,0,0,0,0,0
1990,Old,13-45A,1,5,,0,0,0,0,0,0
1990,Old,13-45A,1,6,,0,0,0,0,0,0
1990,Old,13-45A,2,1,,0,0,0,0,0,0
1990,Old,13-45A,2,2,,0,0,0,0,0,0
1990,Old,13-45A,2,3,,0,0,0,0,0,0
1990,Old,13-45A,2,4,,0,0,0,0,0,0
1990,Old,13-45A,2,5,,0,0,0,0,0,0
1990,Old,13-45A,2,6,,0,0,0,0,0,0
1990,Old,13-45A,3,1,ABLA,0.605633553,0.242253421,0.25739426,0.393661809,0.015140839,162
1990,Old,13-45A,3,2,,0,0,0,0,0,0
1990,Old,13-45A,3,3,,0,0,0,0,0,0
1990,Old,13-45A,3,4,,0,0,0,0,0,0
1990,Old,13-45A,3,5,,0,0,0,0,0,0
1990,Old,13-45A,3,6,,0,0,0,0,0,0
1990,Old,13-45A,4,1,,0,0,0,0,0,0
1990,Old,13-45A,4,2,,0,0,0,0,0,0
1990,Old,13-45A,4,3,,0,0,0,0,0,0
1990,Old,13-45A,4,4,PIEN,0.943552778,0.377421111,0.401009931,0.613309306,0.023588819,204
1990,Old,13-45A,4,5,PIEN,0.505242078,0.202096831,0.214727883,0.328407351,0.012631052,160
1990,Old,13-45A,4,6,,0,0,0,0,0,0
1990,Old,13-45A,5,1,ABLA,0.695214565,0.278085826,0.29546619,0.451889467,0.017380364,172
1990,Old,13-45A,5,1,PIEN,0.991854279,0.396741712,0.421538069,0.644705281,0.024796357,208
1990,Old,13-45A,5,2,,0,0,0,0,0,0
1990,Old,13-45A,5,3,,0,0,0,0,0,0
1990,Old,13-45A,5,4,,0,0,0,0,0,0
1990,Old,13-45A,5,5,PIEN,0.744088884,0.297635554,0.316237776,0.483657775,0.018602222,186
1990,Old,13-45A,5,6,,0,0,0,0,0,0
1990,Old,13-45A,6,1,,0,0,0,0,0,0
1990,Old,13-45A,6,2,ABLA,0.515087201,0.20603488,0.218912061,0.334806681,0.01287718,151
1990,Old,13-45A,6,3,,0,0,0,0,0,0
1990,Old,13-45A,6,4,ABLA,0.522977051,0.209190821,0.222265247,0.339935083,0.013074426,152
1990,Old,13-45A,6,5,ABLA,2.206424068,0.882569627,0.937730229,1.434175644,0.055160602,284
1990,Old,13-45A,6,6,PIEN,0.529957897,0.211983159,0.225232106,0.344472633,0.013248947,163
1990,Old,13-45A,7,1,,0,0,0,0,0,0
1990,Old,13-45A,7,2,,0,0,0,0,0,0
1990,Old,13-45A,7,3,,0,0,0,0,0,0
1990,Old,13-45A,7,4,,0,0,0,0,0,0
1990,Old,13-45A,7,5,PIEN,0.683931565,0.273572626,0.290670915,0.444555517,0.017098289,180
1990,Old,13-45A,7,6,ABLA,1.018263612,0.407305445,0.432762035,0.661871348,0.02545659,203
1990,Old,13-45A,8,1,,0,0,0,0,0,0
1990,Old,13-45A,8,2,ABLA,0.560865402,0.230944577,0.252939299,0.054986804,0,141
1990,Old,13-45A,8,3,,0,0,0,0,0,0
1990,Old,13-45A,8,4,,0,0,0,0,0,0
1990,Old,13-45A,8,5,ABLA,2.145326156,0.780118602,1.170177903,1.885286622,0.520079068,305
1990,Old,13-45A,8,6,ABLA,2.352196265,0.940878506,0.999683413,1.528927572,0.058804907,292
1990,Old,13-45A,9,1,,0,0,0,0,0,0
1990,Old,13-45A,9,2,,0,0,0,0,0,0
1990,Old,13-45A,9,3,,0,0,0,0,0,0
1990,Old,13-45A,9,4,,0,0,0,0,0,0
1990,Old,13-45A,9,5,,0,0,0,0,0,0
1990,Old,13-45A,9,6,,0,0,0,0,0,0
1990,Old,13-45A,10,1,,0,0,0,0,0,0
1990,Old,13-45A,10,2,,0,0,0,0,0,0
1990,Old,13-45A,10,3,,0,0,0,0,0,0
1990,Old,13-45A,10,4,,0,0,0,0,0,0
1990,Old,13-45A,10,5,,0,0,0,0,0,0
1990,Old,13-45A,10,6,,0,0,0,0,0,0
2000,Old,13-49B,1,1,PIEN,0.056293241,0.02317957,0.025387148,0.005518945,0,62
2000,Old,13-49B,1,2,ABLA,0.379482441,0.156257476,0.17113914,0.037204161,0,119
2000,Old,13-49B,1,3,ABLA,0.094264137,0.038814645,0.042511277,0.009241582,0,65
2000,Old,13-49B,1,3,PIEN,0.003922708,0.001615233,0.001769064,0.000384579,0,22
2000,Old,13-49B,1,3,ABLA,0.002746249,0.001130808,0.001238504,0.00026924,0,14
2000,Old,13-49B,1,3,ABLA,0.001925579,0.000792886,0.000868399,0.000188782,0,12
2000,Old,13-49B,1,3,PIEN,0.111926315,0.046087306,0.050476573,0.010973168,0,81
2000,Old,13-49B,1,4,PIEN,0.056293241,0.02317957,0.025387148,0.005518945,0,62
2000,Old,13-49B,1,4,PIEN,0.007980727,0.003286182,0.003599152,0.000782424,0,29
2000,Old,13-49B,1,4,ABLA,0.009502405,0.003912755,0.004285398,0.000931608,0,24
2000,Old,13-49B,1,4,ABLA,0.001925579,0.000792886,0.000868399,0.000188782,0,12
2000,Old,13-49B,1,5,,0,0,0,0,0,0
2000,Old,13-49B,1,6,,0,0,0,0,0,0
2000,Old,13-49B,2,1,,0,0,0,0,0,0
2000,Old,13-49B,2,2,ABLA,0.084544448,0.03481242,0.038127888,0.008288671,0,62
2000,Old,13-49B,2,2,PIEN,0.001465372,0.000603388,0.000660854,0.000143664,0,15
2000,Old,13-49B,2,2,ABLA,0.000390202,0.000160671,0.000175973,3.82551E-05,0,6
2000,Old,13-49B,2,2,ABLA,0.003735041,0.001537958,0.00168443,0.00036618,0,16
2000,Old,13-49B,2,3,PIEN,0.212818774,0.08763126,0.095977094,0.020864586,0,104
2000,Old,13-49B,2,4,PIEN,0.088718047,0.036530961,0.0400101,0.008697848,0,74
2000,Old,13-49B,2,4,PIEN,0.063564914,0.026173788,0.02866653,0.006231854,0,65
2000,Old,13-49B,2,4,ABLA,0.204587625,0.084241963,0.092265007,0.02005761,0,91
2000,Old,13-49B,2,5,,0,0,0,0,0,0
2000,Old,13-49B,2,6,PIEN,0.01294244,0.00532924,0.005836787,0.001268867,0,35
2000,Old,13-49B,2,6,ABLA,0.00321918,0.001325545,0.001451787,0.000315606,0,15
2000,Old,13-49B,3,1,,0,0,0,0,0,0
2000,Old,13-49B,3,2,PIEN,0.006641306,0.002734655,0.002995099,0.000651108,0,27
2000,Old,13-49B,3,2,PIEN,0.007980727,0.003286182,0.003599152,0.000782424,0,29
2000,Old,13-49B,3,2,PIEN,2.33828E-05,9.6282E-06,1.05452E-05,2.29243E-06,0,3
2000,Old,13-49B,3,3,ABLA,0.303516247,0.124977278,0.136879876,0.029756495,0,108
2000,Old,13-49B,3,4,,0,0,0,0,0,0
2000,Old,13-49B,3,5,ABLA,0.290727719,0.119711414,0.131112501,0.028502718,0,106
2000,Old,13-49B,3,6,ABLA,0.143450116,0.059067695,0.06469319,0.014063737,0,78
2000,Old,13-49B,3,6,ABLA,0.066878121,0.02753805,0.030160721,0.006556678,0,56
2000,Old,13-49B,3,6,PIEN,0.039464043,0.0162499,0.01779751,0.003869024,0,54
2000,Old,13-49B,4,1,ABLA,0.006986796,0.002876916,0.003150908,0.00068498,0,21
2000,Old,13-49B,4,1,ABLA,0.004898912,0.002017199,0.002209313,0.000480285,0,18
2000,Old,13-49B,4,2,ABLA,0.000556503,0.000229148,0.000250972,5.45592E-05,0,7
2000,Old,13-49B,4,3,ABLA,0.001925579,0.000792886,0.000868399,0.000188782,0,12
2000,Old,13-49B,4,3,PIEN,0.00269087,0.001108005,0.00121353,0.000263811,0,19
2000,Old,13-49B,4,4,PIEN,0.006641306,0.002734655,0.002995099,0.000651108,0,27
2000,Old,13-49B,4,4,ABLA,0.019785391,0.008146926,0.008922823,0.001939744,0,33
2000,Old,13-49B,4,4,PIEN,0.003070191,0.001264196,0.001384596,0.000300999,0,20
2000,Old,13-49B,4,4,ABLA,0.000992722,0.000408768,0.000447698,9.73257E-05,0,9
2000,Old,13-49B,4,4,ABLA,0.000756873,0.000311654,0.000341335,7.42033E-05,0,8
2000,Old,13-49B,4,5,,0,0,0,0,0,0
2000,Old,13-49B,4,6,,0,0,0,0,0,0
2000,Old,13-49B,5,1,,0,0,0,0,0,0
2000,Old,13-49B,5,2,,0,0,0,0,0,0
2000,Old,13-49B,5,3,,0,0,0,0,0,0
2000,Old,13-49B,5,4,ABLA,0.064159698,0.026418699,0.028934766,0.006290166,0,55
2000,Old,13-49B,5,5,,0,0,0,0,0,0
2000,Old,13-49B,5,6,,0,0,0,0,0,0
2000,Old,13-49B,6,1,,0,0,0,0,0,0
2000,Old,13-49B,6,2,,0,0,0,0,0,0
2000,Old,13-49B,6,3,ABLA,0.000756873,0.000311654,0.000341335,7.42033E-05,0,8
2000,Old,13-49B,6,4,,0,0,0,0,0,0
2000,Old,13-49B,6,5,PIEN,4.89907E-05,2.01726E-05,2.20938E-05,4.80301E-06,0,4
2000,Old,13-49B,6,5,PIEN,1.38745E-06,5.71303E-07,6.25713E-07,1.36024E-07,0,1
2000,Old,13-49B,6,5,PIEN,0.005449052,0.002243727,0.002457416,0.000534221,0,25
2000,Old,13-49B,6,6,PIEN,0.004906144,0.002020177,0.002212575,0.000480995,0,24
2000,Old,13-49B,6,6,ABLA,0.064159698,0.026418699,0.028934766,0.006290166,0,55
2000,Old,13-49B,6,6,ABLA,0.006244233,0.002571155,0.002816027,0.00061218,0,20
2000,Old,13-49B,6,7,PIEN,0.150977643,0.062167265,0.068087957,0.01480173,0,91
2000,Old,13-49B,6,7,ABLA,0.006244233,0.002571155,0.002816027,0.00061218,0,20
2000,Old,13-49B,6,7,PIEN,0.023309559,0.009598054,0.010512154,0.002285251,0,44
2000,Old,13-49B,7,1,ABLA,0.00025641,0.000105581,0.000115636,2.51382E-05,0,5
2000,Old,13-49B,7,1,ABLA,0.000390202,0.000160671,0.000175973,3.82551E-05,0,6
2000,Old,13-49B,7,1,ABLA,0.000153374,6.31539E-05,6.91686E-05,1.50366E-05,0,4
2000,Old,13-49B,7,2,,0,0,0,0,0,0
2000,Old,13-49B,7,3,ABLA,0.00025641,0.000105581,0.000115636,2.51382E-05,0,5
2000,Old,13-49B,7,3,ABLA,0.00321918,0.001325545,0.001451787,0.000315606,0,15
2000,Old,13-49B,7,3,ABLA,0.000992722,0.000408768,0.000447698,9.73257E-05,0,9
