Year,Age,Site,Plot,Line,BulkDensity,Veg_Type,Veg.Cat,
1990,Young,13-30C,2,1,0.1128,LH,Grass/Herb,
1990,Young,13-30C,2,1,0,DH,Grass/Herb,
1990,Young,13-30C,2,1,0.0336,LG,Grass/Herb,
1990,Young,13-30C,2,1,0.1124,DG,Grass/Herb,
1990,Young,13-30C,2,1,0,Li,Litter,
1990,Young,13-30C,2,2,0.02196,LS,Shrub,
1990,Young,13-30C,2,2,0.02196,DS,Shrub,
1990,Young,13-30C,2,2,0.0288,LH,Grass/Herb,
1990,Young,13-30C,2,2,0,DH,Grass/Herb,
1990,Young,13-30C,2,2,0.024,LG,Grass/Herb,
1990,Young,13-30C,2,2,0.0432,DG,Grass/Herb,
1990,Young,13-30C,2,2,0,Li,Litter,
1990,Young,13-30C,3,1,0.0549,LS,Shrub,
1990,Young,13-30C,3,1,0.02196,DS,Shrub,
1990,Young,13-30C,3,1,0.084,LH,Grass/Herb,
1990,Young,13-30C,3,1,0,DH,Grass/Herb,
1990,Young,13-30C,3,1,0.0144,LG,Grass/Herb,
1990,Young,13-30C,3,1,0.0144,DG,Grass/Herb,
1990,Young,13-30C,3,1,0,Li,Litter,
1990,Young,13-30C,3,2,0.35685,LS,Shrub,
1990,Young,13-30C,3,2,0.02196,DS,Shrub,
1990,Young,13-30C,3,2,0.0288,LH,Grass/Herb,
1990,Young,13-30C,3,2,0,DH,Grass/Herb,
1990,Young,13-30C,3,2,0.0096,LG,Grass/Herb,
1990,Young,13-30C,3,2,0.024,DG,Grass/Herb,
1990,Young,13-30C,3,2,0,Li,Litter,
1990,Young,13-31C,1,1,0.32025,LS,Shrub,
1990,Young,13-31C,1,1,0,DS,Shrub,
1990,Young,13-31C,1,1,0.0144,LH,Grass/Herb,
1990,Young,13-31C,1,1,0,DH,Grass/Herb,
1990,Young,13-31C,1,1,0.07,LG,Grass/Herb,
1990,Young,13-31C,1,1,0.024,DG,Grass/Herb,
1990,Young,13-31C,1,1,0,Li,Litter,
1990,Young,13-31C,1,2,0.03294,LS,Shrub,
1990,Young,13-31C,1,2,0.02196,DS,Shrub,
1990,Young,13-31C,1,2,0.024,LH,Grass/Herb,
1990,Young,13-31C,1,2,0.0096,DH,Grass/Herb,
1990,Young,13-31C,1,2,0.0384,LG,Grass/Herb,
1990,Young,13-31C,1,2,0.0672,DG,Grass/Herb,
1990,Young,13-31C,1,2,0,Li,Litter,
1990,Young,13-31C,2,1,0,LS,Shrub,
1990,Young,13-31C,2,1,0,DS,Shrub,
1990,Young,13-31C,2,1,0.112,LH,Grass/Herb,
1990,Young,13-31C,2,1,0,DH,Grass/Herb,
1990,Young,13-31C,2,1,0.0384,LG,Grass/Herb,
1990,Young,13-31C,2,1,0.0528,DG,Grass/Herb,
1990,Young,13-31C,2,1,0,Li,Litter,
1990,Young,13-31C,2,2,0.03294,LS,Shrub,
1990,Young,13-31C,2,2,0,DS,Shrub,
1990,Young,13-31C,2,2,0.084,LH,Grass/Herb,
1990,Young,13-31C,2,2,0,DH,Grass/Herb,
1990,Young,13-31C,2,2,0.024,LG,Grass/Herb,
1990,Young,13-31C,2,2,0.0624,DG,Grass/Herb,
1990,Young,13-31C,2,2,0,Li,Litter,
1990,Young,13-31C,3,1,0.388875,LS,Shrub,
1990,Young,13-31C,3,1,0.02196,DS,Shrub,
1990,Young,13-31C,3,1,0.0892,LH,Grass/Herb,
1990,Young,13-31C,3,1,0,DH,Grass/Herb,
1990,Young,13-31C,3,1,0.024,LG,Grass/Herb,
1990,Young,13-31C,3,1,0.048,DG,Grass/Herb,
1990,Young,13-31C,3,1,0,Li,Litter,
1990,Young,13-31C,3,2,0,LS,Shrub,
1990,Young,13-31C,3,2,0,DS,Shrub,
1990,Young,13-31C,3,2,0.0848,LH,Grass/Herb,
1990,Young,13-31C,3,2,0.0144,DH,Grass/Herb,
1990,Young,13-31C,3,2,0.0336,LG,Grass/Herb,
1990,Young,13-31C,3,2,0.0576,DG,Grass/Herb,
1990,Young,13-31C,3,2,0,Li,Litter,
2000,Young,13-40C,1,1,0.01098,LS,Shrub,
2000,Young,13-40C,1,1,0,DS,Shrub,
2000,Young,13-40C,1,1,0.0336,LH,Grass/Herb,
2000,Young,13-40C,1,1,0,DH,Grass/Herb,
2000,Young,13-40C,1,1,0.0528,LG,Grass/Herb,
2000,Young,13-40C,1,1,0.0384,DG,Grass/Herb,
2000,Young,13-40C,1,1,0,Li,Litter,
2000,Young,13-40C,1,2,0,LS,Shrub,
2000,Young,13-40C,1,2,0,DS,Shrub,
2000,Young,13-40C,1,2,0.252,LH,Grass/Herb,
2000,Young,13-40C,1,2,0.0672,DH,Grass/Herb,
2000,Young,13-40C,1,2,0.0432,LG,Grass/Herb,
2000,Young,13-40C,1,2,0.0432,DG,Grass/Herb,
2000,Young,13-40C,1,2,0,Li,Litter,
2000,Young,13-40C,2,1,0,LS,Shrub,
2000,Young,13-40C,2,1,0,DS,Shrub,
2000,Young,13-40C,2,1,0.212,LH,Grass/Herb,
2000,Young,13-40C,2,1,0,DH,Grass/Herb,
2000,Young,13-40C,2,1,0.0528,LG,Grass/Herb,
2000,Young,13-40C,2,1,0.048,DG,Grass/Herb,
2000,Young,13-40C,2,1,0,Li,Litter,
2000,Young,13-40C,2,2,0,LS,Shrub,
2000,Young,13-40C,2,2,0,DS,Shrub,
2000,Young,13-40C,2,2,0.412,LH,Grass/Herb,
2000,Young,13-40C,2,2,0,DH,Grass/Herb,
2000,Young,13-40C,2,2,0.0624,LG,Grass/Herb,
2000,Young,13-40C,2,2,0.0432,DG,Grass/Herb,
2000,Young,13-40C,2,2,0,Li,Litter,
2000,Young,13-40C,3,1,0.12078,LS,Shrub,
2000,Young,13-40C,3,1,0,DS,Shrub,
2000,Young,13-40C,3,1,0.1128,LH,Grass/Herb,
2000,Young,13-40C,3,1,0.0576,DH,Grass/Herb,
2000,Young,13-40C,3,1,0.0624,LG,Grass/Herb,
2000,Young,13-40C,3,1,0.0432,DG,Grass/Herb,
2000,Young,13-40C,3,1,0,Li,Litter,
2000,Young,13-40C,3,2,0.17568,LS,Shrub,
2000,Young,13-40C,3,2,0,DS,Shrub,
2000,Young,13-40C,3,2,0.0384,LH,Grass/Herb,
2000,Young,13-40C,3,2,0.024,DH,Grass/Herb,
2000,Young,13-40C,3,2,0.0336,LG,Grass/Herb,
2000,Young,13-40C,3,2,0.0192,DG,Grass/Herb,
2000,Young,13-40C,3,2,0,Li,Litter,
2000,Young,13-48C,1,1,0.15555,LS,Shrub,
2000,Young,13-48C,1,1,0,DS,Shrub,
2000,Young,13-48C,1,1,0,LH,Grass/Herb,
2000,Young,13-48C,1,1,0,DH,Grass/Herb,
2000,Young,13-48C,1,1,0,LG,Grass/Herb,
2000,Young,13-48C,1,1,0,DG,Grass/Herb,
2000,Young,13-48C,1,1,0,Li,Litter,
2000,Young,13-48C,1,2,0.200385,LS,Shrub,
2000,Young,13-48C,1,2,0.0549,DS,Shrub,
2000,Young,13-48C,1,2,0,LH,Grass/Herb,
2000,Young,13-48C,1,2,0,DH,Grass/Herb,
2000,Young,13-48C,1,2,0,LG,Grass/Herb,
2000,Young,13-48C,1,2,0,DG,Grass/Herb,
2000,Young,13-48C,1,2,0,Li,Litter,
2000,Young,13-48C,2,1,0.08601,LS,Shrub,
2000,Young,13-48C,2,1,0,DS,Shrub,
2000,Young,13-48C,2,1,0.0336,LH,Grass/Herb,
2000,Young,13-48C,2,1,0,DH,Grass/Herb,
2000,Young,13-48C,2,1,0.0336,LG,Grass/Herb,
2000,Young,13-48C,2,1,0.048,DG,Grass/Herb,
2000,Young,13-48C,2,1,0,Li,Litter,
2000,Young,13-48C,2,2,0.06588,LS,Shrub,
2000,Young,13-48C,2,2,0.03294,DS,Shrub,
2000,Young,13-48C,2,2,0,LH,Grass/Herb,
2000,Young,13-48C,2,2,0,DH,Grass/Herb,
2000,Young,13-48C,2,2,0.0144,LG,Grass/Herb,
2000,Young,13-48C,2,2,0.0096,DG,Grass/Herb,
2000,Young,13-48C,2,2,0,Li,Litter,
2000,Young,13-48C,3,1,0.0549,LS,Shrub,
2000,Young,13-48C,3,1,0,DS,Shrub,
2000,Young,13-48C,3,1,0,LH,Grass/Herb,
2000,Young,13-48C,3,1,0,DH,Grass/Herb,
2000,Young,13-48C,3,1,0.024,LG,Grass/Herb,
2000,Young,13-48C,3,1,0.0384,DG,Grass/Herb,
2000,Young,13-48C,3,1,0,Li,Litter,
2000,Young,13-48C,3,2,0.03294,LS,Shrub,
2000,Young,13-48C,3,2,0.02196,DS,Shrub,
2000,Young,13-48C,3,2,0.0192,LH,Grass/Herb,
2000,Young,13-48C,3,2,0,DH,Grass/Herb,
2000,Young,13-48C,3,2,0.0192,LG,Grass/Herb,
2000,Young,13-48C,3,2,0.0288,DG,Grass/Herb,
2000,Young,13-48C,3,2,0,Li,Litter,
2010,Young,14-F01,1,1,0.2745,LS,Shrub,
2010,Young,14-F01,1,1,0.03294,DS,Shrub,
2010,Young,14-F01,1,1,0.0564,LH,Grass/Herb,
2010,Young,14-F01,1,1,0,DH,Grass/Herb,
2010,Young,14-F01,1,1,0.0144,LG,Grass/Herb,
2010,Young,14-F01,1,1,0,DG,Grass/Herb,
2010,Young,14-F01,1,1,0,Li,Litter,
2010,Young,14-F01,1,2,0.200385,LS,Shrub,
2010,Young,14-F01,1,2,0.02196,DS,Shrub,
2010,Young,14-F01,1,2,0.1116,LH,Grass/Herb,
2010,Young,14-F01,1,2,0,DH,Grass/Herb,
2010,Young,14-F01,1,2,0.024,LG,Grass/Herb,
2010,Young,14-F01,1,2,0,DG,Grass/Herb,
2010,Young,14-F01,1,2,0,Li,Litter,
2010,Young,14-F01,2,1,0.2447625,LS,Shrub,
2010,Young,14-F01,2,1,0,DS,Shrub,
2010,Young,14-F01,2,1,0.0336,LH,Grass/Herb,
2010,Young,14-F01,2,1,0,DH,Grass/Herb,
2010,Young,14-F01,2,1,0.0096,LG,Grass/Herb,
2010,Young,14-F01,2,1,0,DG,Grass/Herb,
2010,Young,14-F01,2,1,0,Li,Litter,
2010,Young,14-F01,2,2,0.19215,LS,Shrub,
2010,Young,14-F01,2,2,0.0549,DS,Shrub,
2010,Young,14-F01,2,2,0.0516,LH,Grass/Herb,
2010,Young,14-F01,2,2,0,DH,Grass/Herb,
2010,Young,14-F01,2,2,0.0096,LG,Grass/Herb,
2010,Young,14-F01,2,2,0,DG,Grass/Herb,
2010,Young,14-F01,2,2,0,Li,Litter,
2010,Young,14-F01,3,1,0.46665,LS,Shrub,
2010,Young,14-F01,3,1,0,DS,Shrub,
2010,Young,14-F01,3,1,0.0096,LH,Grass/Herb,
2010,Young,14-F01,3,1,0,DH,Grass/Herb,
2010,Young,14-F01,3,1,0,LG,Grass/Herb,
2010,Young,14-F01,3,1,0,DG,Grass/Herb,
2010,Young,14-F01,3,1,0,Li,Litter,
2010,Young,14-F01,3,2,0.200385,LS,Shrub,
2010,Young,14-F01,3,2,0.03294,DS,Shrub,
2010,Young,14-F01,3,2,0.0096,LH,Grass/Herb,
2010,Young,14-F01,3,2,0,DH,Grass/Herb,
2010,Young,14-F01,3,2,0,LG,Grass/Herb,
2010,Young,14-F01,3,2,0,DG,Grass/Herb,
2010,Young,14-F01,3,2,0,Li,Litter,
Endemic,Young,13-3A,1,1,0.13176,LS,Shrub,
Endemic,Young,13-3A,1,1,0,DS,Shrub,
Endemic,Young,13-3A,1,1,0.0748,LH,Grass/Herb,
Endemic,Young,13-3A,1,1,0.0336,DH,Grass/Herb,
Endemic,Young,13-3A,1,1,0.0336,LG,Grass/Herb,
Endemic,Young,13-3A,1,1,0.0336,DG,Grass/Herb,
Endemic,Young,13-3A,1,1,0,Li,Litter,
Endemic,Young,13-3A,1,2,0.1647,LS,Shrub,
Endemic,Young,13-3A,1,2,0.0549,DS,Shrub,
Endemic,Young,13-3A,1,2,0.0288,LH,Grass/Herb,
Endemic,Young,13-3A,1,2,0,DH,Grass/Herb,
Endemic,Young,13-3A,1,2,0.0336,LG,Grass/Herb,
Endemic,Young,13-3A,1,2,0.0288,DG,Grass/Herb,
Endemic,Young,13-3A,1,2,0,Li,Litter,
Endemic,Young,13-3A,2,1,0.06588,LS,Shrub,
Endemic,Young,13-3A,2,1,0,DS,Shrub,
Endemic,Young,13-3A,2,1,0.266,LH,Grass/Herb,
Endemic,Young,13-3A,2,1,0,DH,Grass/Herb,
Endemic,Young,13-3A,2,1,0.0288,LG,Grass/Herb,
Endemic,Young,13-3A,2,1,0.0192,DG,Grass/Herb,
Endemic,Young,13-3A,2,1,0,Li,Litter,
Endemic,Young,13-3A,2,2,0.118035,LS,Shrub,
Endemic,Young,13-3A,2,2,0.01098,DS,Shrub,
Endemic,Young,13-3A,2,2,0.0288,LH,Grass/Herb,
Endemic,Young,13-3A,2,2,0,DH,Grass/Herb,
Endemic,Young,13-3A,2,2,0.0336,LG,Grass/Herb,
Endemic,Young,13-3A,2,2,0.0624,DG,Grass/Herb,
Endemic,Young,13-3A,2,2,0,Li,Litter,
Endemic,Young,13-3A,3,1,0.1098,LS,Shrub,
Endemic,Young,13-3A,3,1,0,DS,Shrub,
Endemic,Young,13-3A,3,1,0.0528,LH,Grass/Herb,
Endemic,Young,13-3A,3,1,0,DH,Grass/Herb,
Endemic,Young,13-3A,3,1,0.0384,LG,Grass/Herb,
Endemic,Young,13-3A,3,1,0.024,DG,Grass/Herb,
Endemic,Young,13-3A,3,1,0,Li,Litter,
Endemic,Young,13-3A,3,2,0.244305,LS,Shrub,
Endemic,Young,13-3A,3,2,0,DS,Shrub,
Endemic,Young,13-3A,3,2,0.0288,LH,Grass/Herb,
Endemic,Young,13-3A,3,2,0.024,DH,Grass/Herb,
Endemic,Young,13-3A,3,2,0.0192,LG,Grass/Herb,
Endemic,Young,13-3A,3,2,0,DG,Grass/Herb,
Endemic,Young,13-3A,3,2,0,Li,Litter,
Endemic,Young,13-5A,1,1,0.429135,LS,Shrub,
Endemic,Young,13-5A,1,1,0,DS,Shrub,
Endemic,Young,13-5A,1,1,0.0924,LH,Grass/Herb,
Endemic,Young,13-5A,1,1,0,DH,Grass/Herb,
Endemic,Young,13-5A,1,1,0.0288,LG,Grass/Herb,
Endemic,Young,13-5A,1,1,0.024,DG,Grass/Herb,
Endemic,Young,13-5A,1,1,0,Li,Litter,
Endemic,Young,13-5A,1,2,0.255285,LS,Shrub,
Endemic,Young,13-5A,1,2,0,DS,Shrub,
Endemic,Young,13-5A,1,2,0.0516,LH,Grass/Herb,
Endemic,Young,13-5A,1,2,0,DH,Grass/Herb,
Endemic,Young,13-5A,1,2,0.0288,LG,Grass/Herb,
Endemic,Young,13-5A,1,2,0.024,DG,Grass/Herb,
Endemic,Young,13-5A,1,2,0,Li,Litter,
Endemic,Young,13-5A,2,1,0.06588,LS,Shrub,
Endemic,Young,13-5A,2,1,0,DS,Shrub,
Endemic,Young,13-5A,2,1,0.172,LH,Grass/Herb,
Endemic,Young,13-5A,2,1,0.024,DH,Grass/Herb,
Endemic,Young,13-5A,2,1,0.01584,LG,Grass/Herb,
Endemic,Young,13-5A,2,1,0,DG,Grass/Herb,
Endemic,Young,13-5A,2,1,0,Li,Litter,
Endemic,Young,13-5A,2,2,0.663375,LS,Shrub,
Endemic,Young,13-5A,2,2,0,DS,Shrub,
Endemic,Young,13-5A,2,2,0.0288,LH,Grass/Herb,
Endemic,Young,13-5A,2,2,0,DH,Grass/Herb,
Endemic,Young,13-5A,2,2,0.0288,LG,Grass/Herb,
Endemic,Young,13-5A,2,2,0.0432,DG,Grass/Herb,
Endemic,Young,13-5A,2,2,0,Li,Litter,
Endemic,Young,13-5A,3,1,0.0549,LS,Shrub,
Endemic,Young,13-5A,3,1,0,DS,Shrub,
Endemic,Young,13-5A,3,1,0.0516,LH,Grass/Herb,
Endemic,Young,13-5A,3,1,0,DH,Grass/Herb,
Endemic,Young,13-5A,3,1,0.0564,LG,Grass/Herb,
Endemic,Young,13-5A,3,1,0.0096,DG,Grass/Herb,
Endemic,Young,13-5A,3,1,0,Li,Litter,
Endemic,Young,13-5A,3,2,0.416325,LS,Shrub,
Endemic,Young,13-5A,3,2,0,DS,Shrub,
Endemic,Young,13-5A,3,2,0.0704,LH,Grass/Herb,
Endemic,Young,13-5A,3,2,0,DH,Grass/Herb,
Endemic,Young,13-5A,3,2,0.024,LG,Grass/Herb,
Endemic,Young,13-5A,3,2,0.0336,DG,Grass/Herb,
Endemic,Young,13-5A,3,2,0,Li,Litter,
Endemic,Young,13-20A,1,1,0.0549,LS,Shrub,
Endemic,Young,13-20A,1,1,0,DS,Shrub,
Endemic,Young,13-20A,1,1,0.174,LH,Grass/Herb,
Endemic,Young,13-20A,1,1,0,DH,Grass/Herb,
Endemic,Young,13-20A,1,1,0.024,LG,Grass/Herb,
Endemic,Young,13-20A,1,1,0.0192,DG,Grass/Herb,
Endemic,Young,13-20A,1,1,0,Li,Litter,
Endemic,Young,13-20A,1,2,0,LS,Shrub,
Endemic,Young,13-20A,1,2,0,DS,Shrub,
Endemic,Young,13-20A,1,2,0.0384,LH,Grass/Herb,
Endemic,Young,13-20A,1,2,0.024,DH,Grass/Herb,
Endemic,Young,13-20A,1,2,0,LG,Grass/Herb,
Endemic,Young,13-20A,1,2,0,DG,Grass/Herb,
Endemic,Young,13-20A,1,2,0,Li,Litter,
Endemic,Young,13-20A,2,1,0.096075,LS,Shrub,
Endemic,Young,13-20A,2,1,0.01098,DS,Shrub,
Endemic,Young,13-20A,2,1,0.0144,LH,Grass/Herb,
Endemic,Young,13-20A,2,1,0,DH,Grass/Herb,
Endemic,Young,13-20A,2,1,0,LG,Grass/Herb,
Endemic,Young,13-20A,2,1,0,DG,Grass/Herb,
Endemic,Young,13-20A,2,1,0,Li,Litter,
Endemic,Young,13-20A,2,2,0.0549,LS,Shrub,
Endemic,Young,13-20A,2,2,0.03294,DS,Shrub,
Endemic,Young,13-20A,2,2,0.0432,LH,Grass/Herb,
Endemic,Young,13-20A,2,2,0,DH,Grass/Herb,
Endemic,Young,13-20A,2,2,0.0432,LG,Grass/Herb,
Endemic,Young,13-20A,2,2,0.0144,DG,Grass/Herb,
Endemic,Young,13-20A,2,2,0,Li,Litter,
Endemic,Young,13-20A,3,1,0.03294,LS,Shrub,
Endemic,Young,13-20A,3,1,0,DS,Shrub,
Endemic,Young,13-20A,3,1,0.0892,LH,Grass/Herb,
Endemic,Young,13-20A,3,1,0.0048,DH,Grass/Herb,
Endemic,Young,13-20A,3,1,0,LG,Grass/Herb,
Endemic,Young,13-20A,3,1,0,DG,Grass/Herb,
Endemic,Young,13-20A,3,1,0,Li,Litter,
Endemic,Young,13-20A,3,2,0.0549,LS,Shrub,
Endemic,Young,13-20A,3,2,0,DS,Shrub,
Endemic,Young,13-20A,3,2,0.0624,LH,Grass/Herb,
Endemic,Young,13-20A,3,2,0,DH,Grass/Herb,
Endemic,Young,13-20A,3,2,0,LG,Grass/Herb,
Endemic,Young,13-20A,3,2,0,DG,Grass/Herb,
Endemic,Young,13-20A,3,2,0,Li,Litter,
Endemic,Young,13-81A,1,1,0.1098,LS,Shrub,
Endemic,Young,13-81A,1,1,0.14274,DS,Shrub,
Endemic,Young,13-81A,1,1,0.024,LH,Grass/Herb,
Endemic,Young,13-81A,1,1,0,DH,Grass/Herb,
Endemic,Young,13-81A,1,1,0.0144,LG,Grass/Herb,
Endemic,Young,13-81A,1,1,0.0144,DG,Grass/Herb,
Endemic,Young,13-81A,1,1,0,Li,Litter,
Endemic,Young,13-81A,1,2,0.1098,LS,Shrub,
Endemic,Young,13-81A,1,2,0.07686,DS,Shrub,
Endemic,Young,13-81A,1,2,0.072,LH,Grass/Herb,
Endemic,Young,13-81A,1,2,0.0288,DH,Grass/Herb,
Endemic,Young,13-81A,1,2,0.0288,LG,Grass/Herb,
Endemic,Young,13-81A,1,2,0.0144,DG,Grass/Herb,
Endemic,Young,13-81A,1,2,0,Li,Litter,
Endemic,Young,13-81A,2,1,0.03294,LS,Shrub,
Endemic,Young,13-81A,2,1,0.01098,DS,Shrub,
Endemic,Young,13-81A,2,1,0.112,LH,Grass/Herb,
Endemic,Young,13-81A,2,1,0,DH,Grass/Herb,
Endemic,Young,13-81A,2,1,0.0144,LG,Grass/Herb,
Endemic,Young,13-81A,2,1,0,DG,Grass/Herb,
Endemic,Young,13-81A,2,1,0,Li,Litter,
Endemic,Young,13-81A,2,2,0.07686,LS,Shrub,
Endemic,Young,13-81A,2,2,0.08784,DS,Shrub,
Endemic,Young,13-81A,2,2,0.1544,LH,Grass/Herb,
Endemic,Young,13-81A,2,2,0,DH,Grass/Herb,
Endemic,Young,13-81A,2,2,0.0752,LG,Grass/Herb,
Endemic,Young,13-81A,2,2,0.0192,DG,Grass/Herb,
Endemic,Young,13-81A,2,2,0,Li,Litter,
Endemic,Young,13-81A,3,1,0.204045,LS,Shrub,
Endemic,Young,13-81A,3,1,0.08784,DS,Shrub,
Endemic,Young,13-81A,3,1,0.0288,LH,Grass/Herb,
Endemic,Young,13-81A,3,1,0,DH,Grass/Herb,
Endemic,Young,13-81A,3,1,0.0288,LG,Grass/Herb,
Endemic,Young,13-81A,3,1,0.0192,DG,Grass/Herb,
Endemic,Young,13-81A,3,1,0,Li,Litter,
Endemic,Young,13-81A,3,2,0.01098,LS,Shrub,
Endemic,Young,13-81A,3,2,0.02196,DS,Shrub,
Endemic,Young,13-81A,3,2,0.0288,LH,Grass/Herb,
Endemic,Young,13-81A,3,2,0,DH,Grass/Herb,
Endemic,Young,13-81A,3,2,0.0384,LG,Grass/Herb,
Endemic,Young,13-81A,3,2,0.0096,DG,Grass/Herb,
Endemic,Young,13-81A,3,2,0,Li,Litter,
