year,age,site,plot,plot_size,spp,status,sf,lifol,defol,li1hr,de1hr,li10hr,de10hr,li100hr,de100hr,cbh,lcw,dcw,acfl,cbd,ba_li,ba_gr,ba_ye,ba_nd,ba_tw,ba_br,ba_sn,ba_de
1960,Old,13-67A,1,100,ABLA,Li,S,0.748571221,0,0.376990307,0,0.489711907,0,0.098308686,0,1.2,0.171358212,0.021749929,0.112556153,0.009004492,2.74681495,0,0,0,0,0,0,0
1960,Old,13-67A,1,100,ABLA,Li,S,1.301915272,0,0.68589654,0,1.088848166,0,0.301327569,0,1.25,0.337798755,0.074540353,0.198781181,0.012083962,5.3919862,0,0,0,0,0,0,0
1960,Old,13-67A,2,100,ABLA,Li,S,0.485740898,0,0.241943799,0,0.297651939,0,0.053658833,0,1.25,0.107899547,0.024328853,0.07276847,0.004933456,2.24346655,0,0,0,0,0,0,0
1960,Old,13-67A,2,100,ABLA,Br,S,0,0,0,0,0,0,0,0,0.85,0,0.00032139,0,0,0,0,0,0,0,0.27343255,0,0
1960,Old,13-67A,2,100,ABLA,Li,S,0.195493956,0,0.09262492,0,0.085829953,0,0.005993653,0,0.6,0.037994248,0.001225235,0.028811888,0.004365438,0.62219455,0,0,0,0,0,0,0
1960,Old,13-67A,2,100,ABLA,Li,S,0.135602633,0,0.065066949,0,0.065214658,0,0.006611834,0,0.35,0.027249607,0.003464445,0.020066958,0.002146199,0.93325255,0,0,0,0,0,0,0
1960,Old,13-67A,2,100,ABLA,Li,S,0.650670581,0,0.330689914,0,0.448559006,0,0.097342943,0,1.2,0.152726244,0.036150433,0.098136049,0.006542403,3.2051542,0,0,0,0,0,0,0
1960,Old,13-67A,2,100,ABLA,Li,S,0.530199813,0,0.262142979,0,0.310512005,0,0.05152829,0,0.3,0.115438309,0.024261668,0.079234279,0.004688419,1.93617895,0,0,0,0,0,0,0
1960,Old,13-67A,2,100,ABLA,Ye,S,0,2.61316889,0,0.232895399,0,4.100885707,0,4.99344238,4.25,0,1.147462687,0.272961659,0.010600453,0,0,26.15157295,0,0,0,0,0
1960,Old,13-67A,2,100,ABLA,Ye,S,0,0.020102359,0,0.00203104,0,0,0,0,0.35,0,0.003985998,0.002111788,0.000194635,0,0,0.80128855,0,0,0,0,0
1960,Old,13-67A,2,100,ABLA,Nd,S,0,0.039016336,0,0.014144263,0,0.038325486,0,0.092176935,1.3,0,0.010701228,0.004608847,0.000341396,0,0,0,1.18838295,0,0,0,0
1960,Old,13-67A,2,100,ABLA,Sn,S,0,0,0,0,0,0,0,0,0,0,0.000221026,0,0,0,0,0,0,0,0,0.2290518,0
1960,Old,13-67A,2,100,ABLA,De,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13112
1960,Old,13-67A,2,100,ABLA,Tw,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.270095,0,0,0
1960,Old,13-67A,3,100,ABLA,Ye,S,0,0.016116752,0,0.002478154,0,0,0,0,0.2,0,0.003137534,0.001735583,0.00015778,0,0,0.636255,0,0,0,0,0
1960,Old,13-67A,3,100,ABLA,Li,S,0.140732601,0,0.081103712,0,0.178359246,0,0.073641882,0,1.25,0.047383744,0.434916495,0.022183631,0.000898123,13.7245702,0,0,0,0,0,0,0
1960,Old,13-67A,3,100,ABLA,Ye,S,0,0.00042495,0,0.00028818,0,0,0,0,0,0,7.61E-05,5.69E-05,1.35E-05,0,0,0.12568,0,0,0,0,0
1960,Old,13-67A,3,100,ABLA,Li,S,1.191068054,0,0.689480361,0,1.538203884,0,0.645440275,0,2.25,0.406419257,0.452372063,0.188054841,0.007934803,14.2549398,0,0,0,0,0,0,0
1960,Old,13-67A,3,100,ABLA,Ye,S,0,0.139603817,0,0.01715068,0,0.054633639,0,0.262056954,0.6,0,0.032987718,0.014817916,0.001014926,0,0,3.3333478,0,0,0,0,0
1960,Old,13-67A,3,100,ABLA,Li,S,1.753301198,0,0.94126683,0,1.611098344,0,0.493259303,0,1.1,0.479892568,0.089215497,0.269456803,0.016736447,6.7895478,0,0,0,0,0,0,0
1960,Old,13-67A,3,100,ABLA,De,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7175158
1960,Old,14-F04,1,100,ABLA,Br,S,0,0,0,0,0,0,0,0,1.9,0,0.006022161,0,0,0,0,0,0,0,1.767375,0,0
1960,Old,14-F04,1,100,ABLA,Li,S,0.055326294,0,0.025731753,0,0.02138443,0,0,0,1.4,0.010244248,0.000107027,0.008105805,0.004266213,0.28278,0,0,0,0,0,0,0
1960,Old,14-F04,1,100,ABLA,Tw,S,0,0.104003467,0,0.254655858,0,0.191699418,0,0.462662791,2.6,0,0.101302377,0.02313314,0.001080988,0,0,0,0,3.9413248,0,0,0
1960,Old,14-F04,1,100,ABLA,Tw,S,0,0.018366618,0,0.0493822,0,0.009329725,0,0.086115436,3.2,0,0.016319434,0.004305772,0.000430577,0,0,0,0,2.24346655,0,0,0
1960,Old,14-F04,1,100,ABLA,Tw,S,0,0.029904845,0,0.079341236,0,0.019994509,0,0.139150926,1.7,0,0.026839211,0.006957546,0.000479831,0,0,0,0,2.40559375,0,0,0
1960,Old,14-F04,1,100,ABLA,Tw,S,0,0.046984191,0,0.117515211,0,0.069587607,0,0.211483594,1,0,0.044557159,0.01057418,0.000644767,0,0,0,0,3.3983872,0,0,0
1960,Old,14-F04,1,100,ABLA,Tw,S,0,0.037842597,0,0.095821356,0,0.048943148,0,0.17150655,1.8,0,0.035411443,0.008575328,0.000595509,0,0,0,0,3.142,0,0,0
1960,Old,14-F04,1,100,ABLA,Li,S,1.057852788,0,0.532098592,0,0.687128804,0,0.136414074,0,1.9,0.241349426,0.030120628,0.158995138,0.011118541,2.68837375,0,0,0,0,0,0,0
1960,Old,14-F04,1,100,ABLA,Li,S,0.105260743,0,0.050094557,0,0.047744711,0,0.003880099,0,1.6,0.020698011,0.000591533,0.01553553,0.005011461,0.7239168,0,0,0,0,0,0,0
1960,Old,14-F04,1,100,ABLA,Li,S,0.045382124,0,0.020998198,0,0.016534136,0,0,0,0.05,0.008291446,4.29E-05,0.006638032,0.002765847,0.2123992,0,0,0,0,0,0,0
1960,Old,14-F04,1,100,ABLA,Br,S,0,0,0,0,0,0,0,0,1.75,0,0.006561314,0,0,0,0,0,0,0,1.56165255,0,0
1960,Old,14-F04,1,100,ABLA,Nd,S,0,0.00465637,0,0.002290695,0,0.006321983,0,0.011603436,1.78,0,0.001222854,0.000580172,0.000120368,0,0,0,0.73907695,0,0,0,0
1960,Old,14-F04,1,100,ABLA,Br,S,0,0,0,0,0,0,0,0,1.8,0,0.000644979,0,0,0,0,0,0,0,0.9853312,0,0
1960,Old,14-F04,1,100,ABLA,Nd,S,0,0.021920217,0,0.006069227,0,0.01510904,0,0.049909661,1.78,0,0.00627902,0.002495483,0.000325356,0,0,0,1.74388855,0,0,0,0
1960,Old,14-F04,1,100,ABLA,Tw,S,0,0.011997101,0,0.033959403,0,0.000813674,0,0.057953604,1.65,0,0.010309666,0.00289768,0.000279969,0,0,0,0,1.74388855,0,0,0
1960,Old,14-F04,1,100,ABLA,De,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196375
1960,Old,14-F04,1,100,ABLA,De,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33187375
1960,Old,14-F04,2,100,ABLA,De,S,0,0,0,0,0,0,0,0,1.6,0,0.015735773,0,0,0,0,0,0,0,0,0,2.01088
1960,Old,14-F04,2,100,ABLA,Li,S,0.842446118,0,0.423490581,0,0.545258144,0,0.107640849,0,0.75,0.191883569,0.017970207,0.12659367,0.010593613,2.6593888,0,0,0,0,0,0,0
1960,Old,14-F04,2,100,ABLA,Li,S,0.736866948,0,0.360729213,0,0.405331051,0,0.059117195,0,0.9,0.156204441,0.0048295,0.109759616,0.013893622,1.56165255,0,0,0,0,0,0,0
1960,Old,14-F04,2,100,ABLA,Br,S,0,0,0,0,0,0,0,0,2.2,0,0.046377644,0,0,0,0,0,0,0,4.94872855,0,0
1960,Old,14-F04,2,100,ABLA,Li,S,0.581000943,0,0.290638099,0,0.365322868,0,0.068816397,0,1.6,0.130577831,0.005045231,0.087163904,0.015564983,2.4331648,0,0,0,0,0,0,0
1960,Old,14-F04,2,100,ABLA,Li,S,0.039174953,0,0.018196459,0,0.014923247,0,0,0,1.6,0.007229466,4.30E-05,0.005737141,0.009561902,0.2642422,0,0,0,0,0,0,0
1960,Old,14-F04,2,100,ABLA,Li,S,0.161925772,0,0.076330495,0,0.068425169,0,0.003844196,0,0.4,0.031052563,0.000187192,0.023825627,0.008509152,0.51536655,0,0,0,0,0,0,0
1960,Old,14-F04,2,100,ABLA,Sn,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15832,0
1960,Old,14-F04,2,100,ABLA,Li,S,0.189869964,0,0.090360865,0,0.086122199,0,0.006998946,0,1.2,0.037335197,0.000360016,0.028023083,0.011209233,0.7239168,0,0,0,0,0,0,0
1960,Old,14-F04,3,100,ABLA,Li,S,0.881794296,0,0.437326566,0,0.526349854,0,0.090525803,0,1.7,0.193599652,0.005286151,0.131912086,0.020938426,2.0614662,0,0,0,0,0,0,0
1960,Old,14-F04,3,100,ABLA,Tw,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15005055,0,0,0
1960,Old,14-F04,3,100,ABLA,Li,S,0.852494292,0,0.429851345,0,0.561666975,0,0.113993469,0,1.3,0.195800608,0.005849546,0.128234564,0.021734672,2.80588455,0,0,0,0,0,0,0
1960,Old,14-F04,3,100,ABLA,Br,S,0,0,0,0,0,0,0,0,1.9,0,0.00259327,0,0,0,0,0,0,0,1.15005055,0,0
1960,Old,14-F04,3,100,ABLA,Sn,S,0,0,0,0,0,0,0,0,1,0,0.004803682,0,0,0,0,0,0,0,0,3.83646055,0
1960,Old,14-F04,3,100,ABLA,Tw,S,0,0.000783391,0,0.002477695,0,0.000923903,0,0.004044477,0.9,0,0.000638167,0.000202224,6.52E-05,0,0,0,0,1.07527095,0,0,0
1960,Old,14-F04,3,100,ABLA,Tw,S,0,0.003260752,0,0.010067782,0,0.003087541,0,0.016589286,0.4,0,0.002683034,0.000829464,0.000115203,0,0,0,0,1.18838295,0,0,0
1960,Old,14-F04,3,100,ABLA,Sn,S,0,0,0,0,0,0,0,0,1.6,0,0.000888193,0,0,0,0,0,0,0,0,0.7543942,0
1960,Old,14-F04,3,100,ABLA,Tw,S,0,0.019418043,0,0.046088772,0,0.049089269,0,0.084924858,1.9,0,0.019952138,0.004246243,0.00055146,0,0,0,0,5.1478528,0,0,0
1960,Old,14-F04,3,100,ABLA,Tw,S,0,0.000169205,0,0.000730926,0,0.000705754,0,0.001069335,0,0,0.000126371,5.35E-05,1.62E-05,0,0,0,0,0.33187375,0,0,0
1960,Old,14-F04,3,100,ABLA,Tw,S,0,0.001915287,0,0.006135073,0,0.002491674,0,0.009965647,2.7,0,0.001552437,0.000498282,0.000138412,0,0,0,0,1.0208358,0,0,0
1960,Old,14-F04,3,100,ABLA,Tw,S,0,0.002888899,0,0.007117528,0,0.005002884,0,0.012895327,1.1,0,0.00279047,0.000644766,0.00019839,0,0,0,0,3.76733655,0,0,0
1960,Old,14-F04,3,100,ABLA,Li,S,0.018053651,0,0.009618561,0,0.015977522,0,0.004703173,0,0.9,0.004835291,0.024735867,0.002767221,0.000314457,6.20238655,0,0,0,0,0,0,0
1960,Old,14-F04,3,100,ABLA,Sn,S,0,0,0,0,0,0,0,0,0.9,0,0.000378777,0,0,0,0,0,0,0,0,0.65047255,0
1960,Old,14-F04,3,100,ABLA,Tw,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53958,0,0,0
1960,Old,14-F04,3,100,ABLA,Li,S,0.605617157,0,0.296107962,0,0.330469411,0,0.047339111,0,1.2,0.127953364,0.002460165,0.090172512,0.017175717,1.51766455,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,0.455413611,0,0.218661332,0,0.219985549,0,0.022631663,0,0,0.091669216,0.002070088,0.067407494,0.008987666,0.950455,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,0.193137669,0,0.091741289,0,0.086397624,0,0.006602654,0,0.2,0.037787924,0.001461,0.028487896,0.003902451,0.67937895,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Nd,S,0,0.000237956,0,0.000243989,0,0,0,0,0.05,0,5.77E-05,3.60E-05,1.22E-05,0,0,0,0.18859855,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Nd,S,0,0.000354904,0,0.000293082,0,0,0,0,1,0,8.78E-05,5.01E-05,2.57E-05,0,0,0,0.29228455,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,0.066125518,0,0.031210808,0,0.02821402,0,0.00168311,0,0.3,0.012723346,0.000113117,0.009733633,0.004527271,0.54113095,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,0.133352884,0,0.062340881,0,0.05454463,0,0,0,1,0.025023839,0.000196298,0.019569376,0.006748061,0.3632152,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Nd,S,0,0.004080884,0,0.001529344,0,0.00416444,0,0.009691112,0,0,0.001113692,0.000484556,9.50E-05,0,0,0,1.13112,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,0.045555582,0,0.020956013,0,0.015477978,0,0,0,1.15,0.008198957,3.27E-05,0.00665116,0.004587007,0.14523895,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,0.053165768,0,0.02498202,0,0.021923368,0,0.001037112,0,1.2,0.010110827,0.000260619,0.007814779,0.002790992,0.4537048,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,1.9587683,0,1.02340638,0,1.569264203,0,0.413376052,0,1,0.496481494,0.06419139,0.298217468,0.018183992,4.8311392,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,0.846090016,0,0.418843257,0,0.499316365,0,0.084072717,0,1.15,0.184832235,0.013271217,0.126493327,0.010951803,1.98582255,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,0.074703951,0,0.034431436,0,0.025989933,0,0,0,0.25,0.013512532,3.32E-05,0.010913539,0.004960699,0.1662118,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,0.161511322,0,0.075601507,0,0.06697936,0,0,0,0,0.030409219,0.000116784,0.023711283,0.008037723,0.384895,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,0.070103236,0,0.032751404,0,0.028475443,0,0,0,0.15,0.013133008,8.87E-05,0.010285464,0.004033515,0.35261095,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,0.445084172,0,0.212222516,0,0.204674687,0,0.017609013,0,0,0.087959039,0.000731926,0.065730669,0.013015974,0.76986855,0,0,0,0,0,0,0
1960,Old,14-F05,1,100,ABLA,Li,S,0.065354694,0,0.0300833,0,0.022382052,0,0,0,0.2,0.011782005,2.90E-05,0.009543799,0.004338091,0.1520728,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.70929277,0,0.360046284,0,0.485619338,0,0.104350626,0,1.5,0.165930902,0.021365777,0.106933905,0.00954767,3.142,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.599187083,0,0.302679548,0,0.39897196,0,0.082285481,0,0.9,0.138312407,0.017450594,0.090186663,0.008124925,2.8956672,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,1.317049154,0,0.685258135,0,1.032249076,0,0.264914661,0,0.7,0.329947103,0.044449896,0.200230729,0.014002149,4.56226255,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.238350861,0,0.114369191,0,0.114628821,0,0.011621723,0,0.2,0.04789706,0.000243654,0.035272005,0.014108802,0.93325255,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.129790726,0,0.060247935,0,0.049081399,0,0,0,0,0.023912006,9.03E-05,0.019003866,0.005938708,0.25520895,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.721736852,0,0.355741765,0,0.414609246,0,0.06625266,0,0.75,0.155834052,0.005124891,0.107747862,0.014084688,1.8148192,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.06363899,0,0.02923659,0,0.021278001,0,0,0,0,0.011415358,2.09E-05,0.009287558,0.004221617,0.13204255,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.038231121,0,0.01758669,0,0.012989417,0,0,0,1,0.006880723,2.53E-05,0.005581781,0.004293678,0.14523895,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.075947977,0,0.035938367,0,0.033030445,0,0.002195844,0,0,0.014711263,0.000231443,0.011188634,0.003390495,0.59454495,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.253538293,0,0.11959214,0,0.107657736,0,0.006235895,0,0,0.048702406,0.000110306,0.037313043,0.015229814,0.5281702,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.17564421,0,0.081532797,0,0.06642126,0,0,0,0.2,0.032359827,6.64E-05,0.025717701,0.010045977,0.25520895,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.338786848,0,0.160721124,0,0.150144972,0,0.010982429,0,1,0.066063537,0.000208472,0.049950797,0.024975399,0.65047255,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.075299634,0,0.034998628,0,0.028894283,0,0,0,0,0.013919254,0.000187792,0.011029826,0.002506779,0.27343255,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,1.66747384,0,0.885258946,0,1.449909165,0,0.418803759,0,1,0.442144571,0.019323727,0.255273279,0.032727343,5.94034375,0,0,0,0,0,0,0
1960,Old,14-F05,2,100,ABLA,Li,S,0.337761292,0,0.162171996,0,0.163154112,0,0.016784961,0,0,0.067987236,0.000684288,0.049993329,0.01136212,0.950455,0,0,0,0,0,0,0
1960,Old,14-F05,3,100,ABLA,Li,S,0.627354658,0,0.321551054,0,0.453435698,0,0.105032357,0,1,0.150737377,0.095568893,0.094890571,0.004090111,3.6648288,0,0,0,0,0,0,0
1960,Old,14-F05,3,100,ABLA,Li,S,0.100115239,0,0.057470476,0,0.124788579,0,0.05078903,0,2.5,0.033316332,0.937013268,0.015758571,0.000441417,13.26874455,0,0,0,0,0,0,0
1960,Old,14-F05,3,100,ABLA,Li,S,0,0,0,0,0.048352907,0,0,0,0,0.004835291,0,0,0,0,0,0,0,0,0,0,0
1960,Old,14-F05,3,100,ABLA,De,S,0,0,0,0,0,0,0,0,1,0,3.53E-05,0,0,0,0,0,0,0,0,0,0.2642422
1960,Old,14-F05,3,100,ABLA,Li,S,0.076115384,0,0.035491764,0,0.030273269,0,0,0,0.3,0.014188042,6.32E-05,0.011160715,0.005314626,0.3217408,0,0,0,0,0,0,0
1960,Old,14-F05,3,100,ABLA,De,S,0,0,0,0,0,0,0,0,1.5,0,5.06E-05,0,0,0,0,0,0,0,0,0,0.1662118
1960,Old,14-F05,3,100,ABLA,Li,S,1.076785735,0,0.565946689,0,0.889673616,0,0.242850244,0,1.4,0.277525628,0.041782179,0.164273242,0.01346502,5.2286022,0,0,0,0,0,0,0
1960,Old,14-F05,3,100,ABLA,Br,S,0,0,0,0,0,0,0,0,1.1,0,0.001417001,0,0,0,0,0,0,0,1.9609222,0,0
1960,Old,14-F05,3,100,ABLA,Br,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950455,0,0
1960,Old,14-F05,3,100,ABLA,Nd,S,0,0.002773458,0,0.001711146,0,0,0,0,0,0,0.000707974,0.000362903,5.90E-05,0,0,0,0.50272,0,0,0,0
1990,Old,13-46A,1,200,PIEN,Br,S,0,0,0,0.073808541,0,1.159930417,0,0.282055821,7.5,0,0.151579812,0.003690427,0.000138218,0,0,0,0,0,52.4845964,0,0
1990,Old,13-46A,1,200,PIEN,Tw,S,0,0.003998906,0,0.002724704,0,0.029649443,0,0,1.4,0,0.003637313,0.000536126,4.19E-05,0,0,0,0,7.1945516,0,0,0
1990,Old,13-46A,1,200,PIEN,Li,S,2.792895405,0,1.652496245,0,2.108519521,0,1.965602408,0,0.75,0.851951358,0.032174469,0.444539165,0.023458531,30.9700656,0,0,0,0,0,0,0
1990,Old,13-46A,1,200,PIEN,Li,S,1.952846379,0,1.095310689,0,1.271217871,0,0.83702758,0,0.75,0.515640252,0.012572883,0.304815707,0.019110703,17.2120331,0,0,0,0,0,0,0
1990,Old,13-46A,1,200,PIEN,Li,S,1.392643013,0,0.753466101,0,0.806220293,0,0.39324383,0,0.1,0.334557324,0.004824166,0.214610911,0.01332987,10.3762979,0,0,0,0,0,0,0
1990,Old,13-46A,1,200,PIEN,Tw,S,0,0.013424973,0,0.005983287,0,0.116609937,0,0.01187811,0,0,0.014789663,0.001641662,8.83E-05,0,0,0,0,20.8151216,0,0,0
1990,Old,13-46A,1,200,PIEN,Br,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36016,0,0
1990,Old,13-46A,1,200,PIEN,Br,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36016,0,0
1990,Old,13-46A,1,200,PIEN,Br,S,0,0,0,1.052528559,0,0.217831335,0,0.217831335,1.7,0,0.105253088,0.052626428,0.001725457,0,0,0,0,0,61.7605659,0,0
1990,Old,13-46A,1,200,PIEN,Li,S,2.089295386,0,1.182008383,0,1.395851517,0,0.977835321,0,1.1,0.564499061,0.015355467,0.327130377,0.016275143,19.1349371,0,0,0,0,0,0,0
1990,Old,13-46A,1,200,PIEN,Br,S,0,0,0,0.011497885,0,0.146788713,0,0.012255144,2.05,0,0.017054212,0.000574894,2.48E-05,0,0,0,0,0,19.1349371,0,0
1990,Old,13-46A,1,200,PIEN,Li,S,0.12917906,0,0.063056744,0,0.047522097,0,0,0,0,0.02397579,3.00E-05,0.01922358,0.004577043,0.4752275,0,0,0,0,0,0,0
1990,Old,13-46A,1,200,PIEN,Li,S,0.291793718,0,0.145146107,0,0.120433796,0,0.009682495,0,0,0.056705611,0.000156511,0.043693982,0.007047417,1.3009451,0,0,0,0,0,0,0
1990,Old,13-46A,1,200,PIEN,Br,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6305475,0,0
1990,Old,13-46A,2,200,PIEN,Br,S,0,0,0,1.957800465,0,0.504846258,0,0.504846258,1.5,0,0.195780478,0.097890023,0.003666293,0,0,0,0,0,90.2640044,0,0
1990,Old,13-46A,2,200,PIEN,Tw,S,0,0.161584044,0,0.092828107,0,2.13950462,0,1.011978713,2.5,0,0.340590299,0.02079981,0.000724732,0,0,0,0,119.4563264,0,0,0
1990,Old,13-46A,2,200,PIEN,Tw,S,0,0.01946176,0,0.008205357,0,0.175206832,0,0.023342157,0.6,0,0.02262166,0.002356444,7.46E-05,0,0,0,0,25.8957356,0,0,0
1990,Old,13-46A,2,200,PIEN,Li,S,2.14975742,0,1.220874048,0,1.452495576,0,1.044877697,0,0.7,0.586800474,0.015569339,0.337063147,0.017109804,20.0222379,0,0,0,0,0,0,0
1990,Old,13-46A,2,200,PIEN,Tw,S,0,0.042376886,0,0.021412035,0,0.348657501,0,0.019406726,8,0,0.04318541,0.00530829,0.000444208,0,0,0,0,14.4231939,0,0,0
1990,Old,13-46A,2,200,PIEN,Tw,S,0,0.00666358,0,0.00369546,0,0.053140917,0,0.001604314,0.5,0,0.006510441,0.000851131,8.77E-05,0,0,0,0,11.45259,0,0,0
1990,Old,13-46A,2,200,PIEN,Li,S,0.232668977,0,0.115013653,0,0.093227058,0,0.004369246,0,0.15,0.044527893,0.000108652,0.034768263,0.007243388,0.9804611,0,0,0,0,0,0,0
1990,Old,13-46A,3,200,PIEN,Br,S,0,0,0,0.019852968,0,0.276954562,0,0.038069199,1.7,0,0.033487747,0.000992648,5.67E-05,0,0,0,0,0,28.5098796,0,0
1990,Old,13-46A,3,200,PIEN,Br,S,0,0,0,0.017831742,0,0.25522267,0,0.039890169,0.2,0,0.031294527,0.000891587,4.55E-05,0,0,0,0,0,32.2383339,0,0
1990,Old,13-46A,3,200,PIEN,Li,S,0.623103444,0,0.319190591,0,0.292892113,0,0.067165614,0,0.8,0.130235176,0.000994038,0.094229404,0.00942294,3.4411184,0,0,0,0,0,0,0
1990,Old,13-46A,3,200,PIEN,Li,S,1.679372958,0,0.925657957,0,1.03480924,0,0.595190831,0,0.3,0.423503099,0.00785116,0.260503091,0.014717689,13.6716275,0,0,0,0,0,0,0
1990,Old,13-46A,3,200,PIEN,Tw,S,0,0.000448413,0,0.000565659,0,0.002557236,0,0,0.4,0,0.000357132,7.31E-05,1.18E-05,0,0,0,0,1.90091,0,0,0
1990,Old,13-46A,3,200,PIEN,Br,S,0,0,0,0.00425586,0,0.046807033,0,0.000885529,0.4,0,0.005194854,0.000212793,1.35E-05,0,0,0,0,0,10.4572044,0,0
1990,Old,13-45A,1,100,PIEN,Li,S,3.25259319,0,1.786701858,0,1.982004418,0,1.108058854,0,0.65,0.812935832,0.015747892,0.503929505,0.033483688,6.5152512,0,0,0,0,0,0,0
1990,Old,13-45A,1,100,PIEN,Li,S,1.46855875,0,0.758821092,0,0.715391189,0,0.194047684,0,0.25,0.313681872,0.002355335,0.222737984,0.017199844,2.13852375,0,0,0,0,0,0,0
1990,Old,13-45A,1,100,PIEN,Tw,S,0,0.031184864,0,0.014259966,0,0.267365199,0,0.024218929,1.65,0,0.03370297,0.003831485,0.00019801,0,0,0,0,9.56746855,0,0,0
1990,Old,13-45A,1,100,PIEN,Tw,S,0,0.038970405,0,0.016653889,0,0.347296332,0,0.043166724,0.85,0,0.044608833,0.004729735,0.000264971,0,0,0,0,12.1937878,0,0,0
1990,Old,13-45A,1,100,PIEN,Tw,S,0,0.062757705,0,0.025336226,0,0.595910136,0,0.107602595,0.9,0,0.079160841,0.007542582,0.000386799,0,0,0,0,17.351695,0,0,0
1990,Old,13-45A,2,100,PIEN,Tw,S,0,0.012229035,0,0.006678619,0,0.097997971,0,0.003339526,0.1,0,0.012024542,0.001556834,7.94E-05,0,0,0,0,5.94034375,0,0,0
1990,Old,13-45A,2,100,PIEN,Li,S,1.375903098,0,0.708420381,0,0.660578827,0,0.167846448,0,0.1,0.291274875,0.001977108,0.208432348,0.020636866,1.9609222,0,0,0,0,0,0,0
1990,Old,13-45A,2,100,PIEN,Li,S,3.237441612,0,1.777511592,0,1.969609293,0,1.096598519,0,2.5,0.808116101,0.02488999,0.50149532,0.041106174,6.47008495,0,0,0,0,0,0,0
1990,Old,13-45A,2,100,PIEN,Tw,S,0,0.017311156,0,0.008769205,0,0.142297039,0,0.007811445,0.5,0,0.017618923,0.002169576,0.000126138,0,0,0,0,7.1640742,0,0,0
1990,Old,13-45A,2,100,PIEN,Li,S,1.979636617,0,1.042172808,0,1.037782615,0,0.373508395,0,1.2,0.443310043,0.005570952,0.302180943,0.020840065,3.2051542,0,0,0,0,0,0,0
1990,Old,13-45A,3,100,PIEN,Gr,S,4.359868313,0,2.480753471,0,2.962183952,0,2.158901857,0,0.7,1.196170759,0.031834643,0.684062178,0.029741834,0,10.23671455,0,0,0,0,0,0
1990,Old,13-45A,3,100,PIEN,Tw,S,0,0.048592808,0,0.020248769,0,0.441895866,0,0.062810654,1.5,0,0.057354936,0.005871719,0.000255848,0,0,0,0,13.7245702,0,0,0
